id,model,created_at,updated_at,name,description,price_currency,price,global_market_price_currency,global_market_price,body_type,source,current_location,drive,mileage,mileage_unit,color,annual_insurance_currency,annual_insurance,year_of_manufacture,thumbnail,interior_features,engine_specifications,safety_features,fuel_consumption,availability,purchase_status,condition,duty_and_clearance_fee_currency,duty_and_clearance_fee,estimated_arrival_days,is_published,slug,agent_whatsapp_contact,uploaded_by
1656,"{'id': 93, 'name': 'Forester', 'make': {'id': 8, 'name': 'Subaru'}}",2023-09-05T09:49:03.577273Z,2023-09-26T05:49:02.743665Z,Subaru Forester,"Fabric seats,mechanical steering wheel,manual gearbox transmission,multifunctional steering wheel,fog lights",KES,1050000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",4WD,210250,KM,White,KES,47250.00,2009,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/abf88b9a-5e04-48b1-a54f-1207388766dd.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 180, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 155, 'acceleration': 11, 'self_driving': False, 'self_parking': False, 'transmission': 'Manual'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Very Good,USD,,,True,subaru-forester-mflfqug,+254737665566,6
1605,"{'id': 98, 'name': 'Levorg', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-30T15:25:19.462957Z,2023-08-30T15:27:28.129358Z,Subaru Levorg STI,"Steering controls,automatic climate control,half leather seats,aftermarket sound system,push to start ignition,electric parking brake",KES,1899999.00,USD,,Station Wagon,Kenyan Used,"Nairobi, Kenya",4WD,99459,KM,Black,KES,85500.00,2014,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/7abf2683-f15a-4e60-ab0b-e21b6cfb7cff.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Semi Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 400, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 300, 'acceleration': 6, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",available,Available,Excellent,USD,,,True,subaru-levorg-sti-x1kmxq1,+254737665566,6
1598,"{'id': 93, 'name': 'Forester', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-30T11:22:33.788991Z,2023-08-30T11:56:45.115695Z,Subaru Forester,"Fabric seats,mechanical handbrake system,key ignition,roof rails,electric side mirrors,aftermarket sound system.",KES,1450000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",2WD,131112,KM,Silver,KES,65250.00,2010,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/c48c3616-85be-45c8-a592-4964e40c7286.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 180, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 155, 'acceleration': 9, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Very Good,USD,,,True,subaru-forester-3yz42rp,+254737665566,6
1593,"{'id': 94, 'name': 'Impreza', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-29T14:10:19.007159Z,2023-08-29T14:19:25.581587Z,Subaru Impreza,"Fabric seats,alloy wheels,manual handbrake system,key ignition,electric side mirrors.",KES,1750000.00,USD,,Hatchback,Kenyan Used,Nairobi,2WD,72871,KM,silver,USD,78750.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-08-29_at_2.16.11_PM.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Touchscreen Infotainment', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 150, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 1600, 'horse_power': 115, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': False, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 12, 'fuel_tank_capacity': None, 'highway_consumption': 15}",available,Available,Excellent,USD,,,True,subaru-impreza-8u6yb3r,+254737665566,8
1578,"{'id': 94, 'name': 'Impreza', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-25T06:02:52.558383Z,2023-11-20T07:12:44.018798Z,Subaru Impreza G4,"Fabric seats,electric side mirror,mechanical handbrake system,automatic climate control,key ignition.",KES,1699999.00,USD,,Saloon,Foreign Used,"Nairobi, Kenya",2WD,58879,KM,White,KES,78750.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/IMG_8175.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 115, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 1600, 'horse_power': 105, 'acceleration': 11, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 12, 'fuel_tank_capacity': None, 'highway_consumption': 15}",available,Available,Excellent,USD,,,True,subaru-impreza-g4-tw44ndh,+254737665566,6
1569,"{'id': 94, 'name': 'Impreza', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-24T08:22:50.803551Z,2023-08-24T08:30:39.775943Z,Subaru Impreza,"Fabric seats , Mechanical handbrake ,Fog lights ,Powered windows ,Electric side mirrors",KES,830000.00,USD,,Hatchback,Kenyan Used,Nairobi,2WD,116839,KM,Grey,KES,37350.00,2009,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-08-24_at_10.36.52_AM.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 150, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 1600, 'horse_power': 115, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': False, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': None, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': False, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 12, 'fuel_tank_capacity': None, 'highway_consumption': 15}",sell_on_behalf,Available,Excellent,USD,,,True,subaru-impreza-dayzp8k,+254737665566,8
1535,"{'id': 93, 'name': 'Forester', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-21T16:50:10.738373Z,2023-08-24T07:30:30.106396Z,Subaru Forester,"Fabric seats,mechanical handbrake system,automatic gearbox transmission,fog lights,side mirror indicators",KES,999999.00,USD,,Station Wagon,Kenyan Used,"Nairobi, Kenya",AWD,168406,KM,White,KES,45000.00,2007,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/04e0dbba-4477-4238-af20-35479e9e01d8.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': '', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 245, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 175, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': False, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Very Good,USD,,,True,subaru-forester-nlwxdts,+254737665566,7
1526,"{'id': 154, 'name': 'Forester XT', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-21T05:35:05.514471Z,2023-08-24T06:48:42.367436Z,Subaru Forester XT,"Fog lights,daytime running lights,fabric seats,mechanical handbrake system,electric side mirrors,front powered seats",KES,1450000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",AWD,143179,KM,blue,KES,112500.00,2011,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-08-18_at_21.50.24_3.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 330, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 183, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Excellent,USD,,,True,subaru-forester-xt-0kbuig4,+254737665566,7
1503,"{'id': 95, 'name': 'Legacy', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-17T05:10:29.712402Z,2023-11-30T06:09:12.332914Z,Subaru Legacy B4,"Multifunctional steering wheel,leather seats,cruise control,push to start ignition,aftermarket sound system,isofix child supoory anchor",KES,2150000.00,USD,,Saloon,Kenyan Used,"Nairobi,Kenya",AWD,77106,KM,Silver,KES,96750.00,2015,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/ca8ebf67-2616-4aa2-947b-890b173b6d5a.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 250, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2500, 'horse_power': 175, 'acceleration': 6, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 12}",sell_on_behalf,Sold,Excellent,USD,,,True,subaru-legacy-b4-wtsloqg,+254737665566,10
1454,"{'id': 154, 'name': 'Forester XT', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-14T18:46:44.936397Z,2023-08-15T09:16:30.341357Z,Subaru XT,"Fabric seats,front powered seats,aftermarket sound system,mechanical handbrake system,multifunctional steering wheel,fog lights,side mirror indicators.",KES,1650000.00,USD,,SUV,Kenyan Used,"Nairobi, Kenya",4WD,167842,KM,White,KES,112500.00,2011,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/bb9e4f7f-55fa-4461-a4f5-b49d916ee7c2.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 330, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 183, 'acceleration': 7, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",sell_on_behalf,Available,Very Good,USD,,,True,subaru-xt-mgqxmli,+254737665566,6
1452,"{'id': 328, 'name': 'Trezia', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-14T18:15:41.069426Z,2023-10-25T05:30:17.572676Z,Subaru Trezia,"Electric side mirrors,fabric seats,aftermarket sound system,push to start ignition,powered windows,foot brake system.",KES,649999.00,USD,,Hatchback,Kenyan Used,"Nairobi,Kenya",2WD,105807,KM,Blue,KES,29250.00,2011,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/4c68cb62-966e-4e9a-94c9-7b2cc3fc65d7_oIGKNBu.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 137, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 1500, 'horse_power': 110, 'acceleration': 12, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 12, 'fuel_tank_capacity': None, 'highway_consumption': 15}",sell_on_behalf,Sold,Average,USD,,,True,subaru-trezia-ljhnu2x,+254737665566,10
1446,"{'id': 95, 'name': 'Legacy', 'make': {'id': 8, 'name': 'Subaru'}}",2023-08-14T06:24:56.750654Z,2023-10-19T08:45:39.214545Z,Subaru Legacy,"Symetrical all wheel drive,steering wheel mounted paddle shifts,front power seats,electric parking brake,headlight washers",KES,999999.00,USD,,Station Wagon,Kenyan Used,"Nairobi,Kenya",AWD,165633,KM,White,KES,45000.00,2010,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/195a6356-a99d-45ee-ba55-b15442650eaa.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Aftermarket', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 250, 'acceleration': 7, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 2, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': None, 'highway_consumption': 13}",available,Sold,Very Good,USD,,,True,subaru-legacy-f1t0e9i,+254737665566,10
