id,model,created_at,updated_at,name,description,price_currency,price,body_type,source,current_location,drive,mileage,mileage_unit,color,annual_insurance_currency,annual_insurance,year_of_manufacture,thumbnail,interior_features,engine_specifications,safety_features,fuel_consumption,availability,purchase_status,condition,duty_and_clearance_fee_currency,duty_and_clearance_fee,estimated_arrival_days,is_published,slug,agent_whatsapp_contact,uploaded_by
589,"{'id': 224, 'name': 'Double Cab', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-04-28T09:04:10.005898Z,2023-04-28T09:08:26.588413Z,Mitsubishi Double Cab,"Registration;2016/February

Fog lights, electric powered leather seats, steering controls, automatic air conditioning.",USD,22900.00,Pickup,Foreign Used,Thailand,4WD,59000,KM,Brown,KES,202500.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/IMG-20230426-WA0057.jpg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 475, 'cylinders': 4, 'fuel_type': 'Diesel', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2400, 'horse_power': 128, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 5, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 8, 'fuel_tank_capacity': None, 'highway_consumption': 10}",direct_import_stock,Available,,USD,,45.0,True,mitsubishi-double-cab-g9itqyg,+254737665566,6
560,"{'id': 147, 'name': 'Outlander', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-04-25T07:58:52.254102Z,2023-06-07T13:10:06.808813Z,Mitsubishi Outlander,"Adaptive cruise control,plug in hybrid EV,steering control,9-inch screen infotainment,half leather seats.",KES,2650000.00,SUV,Foreign Used,"Nairobi, Kenya",4WD,118908,KM,blue,KES,119250.00,2015,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-04-24_at_12.20.47.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Plastic', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Semi Leather', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Android Auto', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 198, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 145, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': True, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 6.1, 'fuel_tank_capacity': None, 'highway_consumption': 7.4}",available,Sold,,USD,,,True,mitsubishi-outlander-vbyltew,+254737665566,6
478,"{'id': 147, 'name': 'Outlander', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-04-15T17:36:07.688750Z,2023-04-15T17:55:01.213181Z,Mitsubishi Outlander,"Registration;2016/June

Lane assist,steering paddle shifters,steering controls,SRS airbags,half leather seats,traction control,daytime running lights.",JPY,2185201.00,SUV,Foreign Used,Japan,4WD,76700,KM,Red,KES,135000.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-04-15_at_14.11.48.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Semi Leather', 'number_of_seats': 7, 'air_conditioning': 'Dual Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 350, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 200, 'acceleration': 11, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 7, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 12.8, 'fuel_tank_capacity': None, 'highway_consumption': 10.6}",direct_import_stock,Available,,KES,814799.00,45.0,True,mitsubishi-outlander-mh25xwc,+254737665566,6
343,"{'id': 201, 'name': 'Mitsubishi Shogun', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-30T12:24:09.883375Z,2023-03-30T13:03:21.678041Z,Mitsubishi Shogun,"Registration;2016/March

Sevem seater,reversing camera,bluetooth interface,mitsubishi active stability system,traction control system(M-ASTC),low range gearbox.",GBP,26847.00,SUV,Foreign Used,Japan,AWD,71000,Miles,grey,KES,245250.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-30_at_13.35.44_2.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Rockford fosgate', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 7, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 329, 'cylinders': 6, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': None, 'horse_power': 250, 'acceleration': 11, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 9, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 8.6, 'fuel_tank_capacity': 85, 'highway_consumption': 9.8}",direct_import_stock,Available,,KES,1020245.00,45.0,True,mitsubishi-shogun-iyh5utf,+254737665566,6
337,"{'id': 201, 'name': 'Mitsubishi Shogun', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-30T07:10:38.834404Z,2023-03-30T07:21:20.915532Z,Mitsubishi Shogun,"Registration;2016/March

Sevem seater,reversing camera,bluetooth interface,mitsubishi active stability system,traction control system(M-ASTC),low range gearbox.",GBP,23000.00,SUV,Foreign Used,United Kingdom,4WD,79000,KM,silver,KES,211500.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-29_at_11.53.17_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Rockford fosgate', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 329, 'cylinders': 6, 'fuel_type': 'Diesel', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 3200, 'horse_power': 250, 'acceleration': 11, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 8.6, 'fuel_tank_capacity': 69, 'highway_consumption': 9.8}",direct_import_stock,Available,,KES,1020245.00,45.0,True,mitsubishi-shogun-f095iua,+254737665566,6
327,"{'id': 224, 'name': 'Double Cab', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-29T14:39:41.568861Z,2023-03-29T14:49:40.164860Z,Mitsubishi Double Cab,"Registration;2016/February

Black leather interior,alloy rims,steering controls.",USD,22500.00,Pickup,Foreign Used,Thailand,4WD,59000,KM,brown,KES,225000.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-29_at_10.19.31.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Leather', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 475, 'cylinders': 4, 'fuel_type': 'Diesel', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 2400, 'horse_power': 128, 'acceleration': 10, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 5, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': False, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 10, 'fuel_tank_capacity': 80, 'highway_consumption': 8}",direct_import_stock,Available,,USD,,45.0,True,mitsubishi-double-cab-zvd8a8v,+254737665566,6
326,"{'id': 145, 'name': 'RVR', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-29T13:53:05.687170Z,2023-03-29T14:02:39.555371Z,Mitsubishi RVR 4WD,Registration;2016/February,USD,17715.00,SUV,Foreign Used,Japan,2WD,114700,KM,blue,KES,111600.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-29_at_11.59.20.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 197, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 1800, 'horse_power': 148, 'acceleration': None, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 8, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 9.6, 'fuel_tank_capacity': 65, 'highway_consumption': 7.6}",direct_import_stock,Available,,KES,582483.00,45.0,True,mitsubishi-rvr-4wd-zoprg9i,+254737665566,6
319,"{'id': 147, 'name': 'Outlander', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-29T11:14:04.996799Z,2023-08-02T07:27:43.106019Z,Mitsubishi Outlander,"Seven seater,proper stitched fabric seats,paddle shift controllers,multifunctionctional steering wheel.",KES,3400000.00,SUV,Foreign Used,"Nairobi, Kenya",AWD,77631,KM,silver,KES,153000.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-28_at_11.43.04_3.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': 'Wood', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 7, 'air_conditioning': 'Multi Zone', 'powered_tailgate': True, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': True, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': True, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 220, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 2400, 'horse_power': 166, 'acceleration': 9.2, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': True, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': 7, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': True, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': True, 'electronic_stability_control': False, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 11, 'fuel_tank_capacity': 60, 'highway_consumption': 8.3}",available,Sold,,USD,,,True,mitsubishi-outlander-43yemom,+254737665566,7
129,"{'id': 146, 'name': 'Pajero', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-11T08:22:29.376367Z,2023-03-11T08:47:13.668337Z,Mitsubishi Pajero,Well maintained 2011 Mitsubishi Pajero. Only one owner.,KES,2800000.00,SUV,Kenyan Used,"Nairobi, Kenya",4WD,153540,KM,black,KES,0.00,2011,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-09_at_15.01.45_1.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': False, 'sound_system': 'Factory Sound system', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': False, 'rear_entertainment': True, 'auto_start_and_stop': False, 'infotainment_system': '', 'cigarette_lighter_port': True, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'apple_car_play_and_android_auto': False, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': False}","{'torque': 329, 'cylinders': 4, 'fuel_type': 'Petrol', 'aspiration': 'Turbo/Supercharger', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 250, 'acceleration': 200, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': False, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': None, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': False, 'antilock_braking_system': False, 'emergency_braking_assist': True, 'blind_spot_warning_assist': True, 'immobilizer_and_anti_theft': False, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': True, 'electronic_brakeforce_distribution': False}","{'fuel_unit': 'Litre', 'urban_consumption': 17.7, 'fuel_tank_capacity': 70, 'highway_consumption': 11.2}",available,Available,,USD,,,True,mitsubishi-pajero-jrrcm2l,+254712027431,6
128,"{'id': 147, 'name': 'Outlander', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-10T15:45:12.966604Z,2023-03-11T10:34:14.795951Z,Mitsubishi Outlander,"The Mitsubishi Outlander offers plenty of cargo space, a comfortable ride, and advanced safety and driver-assistance features. With its strong fuel economy and long list of standard features, the Outlander is an excellent value for the money.",USD,19722.00,SUV,Foreign Used,Japan,4WD,52300,KM,Black,KES,155250.00,2016,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-10_at_11.47.34.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': True, 'sound_system': 'Premium Surround System', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Alcantara', 'number_of_seats': 5, 'air_conditioning': 'Dual Zone', 'powered_tailgate': False, 'soft_close_doors': False, 'steering_controls': True, 'third_row_seating': False, 'phone_connectivity': True, 'rear_entertainment': False, 'auto_start_and_stop': True, 'infotainment_system': 'Touchscreen Infotainment', 'cigarette_lighter_port': False, 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': True, 'steering_mounted_paddle_shifts': True, 'apple_car_play_and_android_auto': True, 'fm_radio_with_bluetooth_aux_and_usb': True, 'keyless_entry_and_push_button_start': True}","{'torque': 196, 'cylinders': None, 'fuel_type': 'Petrol Hybrid', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 2000, 'horse_power': 166, 'acceleration': 10.3, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': True, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': True, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': True, 'tow_hitch_assist': False, 'number_of_airbags': None, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'standard_cruise_contol': False, 'adaptive_cruise_control': True, 'antilock_braking_system': True, 'emergency_braking_assist': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': True, 'automatic_brake_hold_system': False, 'electronic_stability_control': True, 'tyre_pressure_monitoring_system': False, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': 10.6, 'fuel_tank_capacity': None, 'highway_consumption': 12.8}",direct_import_stock,Available,,KES,688950.00,45.0,True,mitsubishi-outlander-0msngfz,+254737665566,5
89,"{'id': 176, 'name': 'Fuso Canter', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-02T09:23:17.578760Z,2023-08-21T07:22:19.668241Z,Mitsubishi Fuso Canter,"The Fuso Canter is a reliable truck that provides a dependable performance. With its robust construction and heavy-duty components, the Fuso Canter is built to withstand even the toughest tasks.The Fuso Canter offers great fuel efficiency, helping businesses to save money on fuel costs. The 6-speed manual transmission provides smooth shifting and excellent fuel economy.",KES,1990000.00,Truck,Foreign Used,"Nairobi, Kenya",4WD,250000,KM,White,KES,89550.00,2014,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-02_at_09.12.20.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': False, 'sound_system': '', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 3, 'air_conditioning': '', 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': False, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': '', 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'fm_radio_with_bluetooth_aux_and_usb': False, 'keyless_entry_and_push_button_start': False}","{'torque': 398, 'cylinders': 4, 'fuel_type': 'Diesel', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 150, 'acceleration': None, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': False, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': False, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': None, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': False, 'electronic_stability_control': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': None, 'fuel_tank_capacity': None, 'highway_consumption': None}",available,Sold,Excellent,USD,,,True,mitsubishi-fuso-canter-qdaizfe,+254737665566,6
88,"{'id': 176, 'name': 'Fuso Canter', 'make': {'id': 19, 'name': 'Mitsubishi'}}",2023-03-02T09:06:36.581101Z,2023-03-02T09:08:26.191635Z,Mitsubishi Fuso Canter,"The Fuso Canter is an affordable option for businesses looking for a reliable, cost-effective truck solution. With a great price and low running costs, the Fuso Canter is an economical choice for businesses of any size.",KES,1900000.00,Truck,Foreign Used,"Nairobi, Kenya",4WD,230000,KM,White,KES,85500.00,2015,https://dashboard.kaiandkaro.com/media/vehicles/thumbnails/WhatsApp_Image_2023-03-01_at_17.48.25.jpeg,"{'sunroof': False, 'cool_box': False, 'trimming': '', 'cooled_seats': False, 'heated_seats': False, 'sound_system': '', 'massage_seats': False, 'power_windows': True, 'seat_material': 'Fabric', 'number_of_seats': 3, 'air_conditioning': '', 'soft_close_doors': False, 'steering_controls': False, 'third_row_seating': False, 'phone_connectivity': False, 'rear_entertainment': False, 'auto_start_and_stop': False, 'infotainment_system': '', 'isofix_child_seat_anchors': False, 'digital_instrument_cluster': False, 'steering_mounted_paddle_shifts': False, 'fm_radio_with_bluetooth_aux_and_usb': False, 'keyless_entry_and_push_button_start': False}","{'torque': 398, 'cylinders': 4, 'fuel_type': 'Diesel', 'aspiration': 'Natural', 'speed_unit': 'Km/hr', 'engine_size': 3000, 'horse_power': 150, 'acceleration': None, 'self_driving': False, 'self_parking': False, 'transmission': 'Automatic'}","{'gps_tracker': False, 'night_vision': False, 'srs_air_bags': True, 'reverse_camera': False, 'head_up_display': False, 'lane_assistance': False, 'parking_sensors': False, 'tow_hitch_assist': False, 'number_of_airbags': None, 'hill_descent_control': False, 'road_sign_recognition': False, 'roll_stability_control': False, 'adaptive_cruise_control': False, 'antilock_braking_system': True, 'blind_spot_warning_assist': False, 'immobilizer_and_anti_theft': False, 'electronic_stability_control': True, 'electronic_brakeforce_distribution': True}","{'fuel_unit': 'Litre', 'urban_consumption': None, 'fuel_tank_capacity': None, 'highway_consumption': None}",available,Available,,USD,,,True,mitsubishi-fuso-canter-vw5yxcy,+254737665566,5
